product_name,total,reordered,ordered_once,reordered_percent
Sesame Melba Toast,12,1,11,8.333333333333332
Whole Milk New Orleans Coffee Yogurt,203,113,90,55.66502463054187
Large Organic Omega3 Brown Eggs,4593,2568,2025,55.91116917047682
RSTD WHL CHSNTS,293,110,183,37.54266211604095
Italian Style Meatballs & Mozzarella Sandwiches,314,148,166,47.13375796178344
"Italian Style Favorites Meat Trio (Italian Sausage, Genoa Salami, and Pepperoni with Mozzarella Cheese over a Marinara Sauce)",55,18,37,32.72727272727273
Color Reflect Gold Shampoo,13,7,6,53.84615384615385
Creamy Wildflower Honey,196,108,88,55.10204081632652
Original Vegenaise Dressing & Sandwich Spread,1712,676,1036,39.48598130841122
Greek Tirmisu,62,52,10,83.87096774193549
"Lentil Trio, Organic",8,0,8,0.0
Grands Southern Homestyle Biscuit,189,72,117,38.095238095238095
Soup Chicken Tortilla,255,124,131,48.627450980392155
Taro Root,65,22,43,33.84615384615385
Coconut Milk Yogurt Alternative Mixed Berry Flavor,164,73,91,44.51219512195122
Casa Sanchez,74,37,37,50.0
Red Oak Leaf,569,389,180,68.36555360281194
Organic Extreme Dark Chocolate 88% Cacao,74,33,41,44.5945945945946
Fancy White Hominy,21,7,14,33.33333333333333
Sharp Cheddar Cheese,30170,18541,11629,61.45508783559828
Chocolate Fudge,39,18,21,46.15384615384615
Fresh Mozzarella Fresca Ball,13,1,12,7.6923076923076925
Chicken A La King,172,132,40,76.74418604651163
Chicken Flavor Instant Lunch,126,59,67,46.82539682539682
The Original Decaf Ground Coffee,13,7,6,53.84615384615385
Limone Di Sicilian Gelato,11,4,7,36.36363636363637
Premium Natural Pepper Jack Cheese,323,121,202,37.461300309597526
Sugar Free Classic Hazelnut Flavoring Syrup,5,1,4,20.0
White Chocolate Wonder Peanut Butter,224,114,110,50.89285714285714
Mung Dal with Spinach,2,0,2,0.0
"Shower Gel, Peaceful Patchouli",9,1,8,11.11111111111111
Pure Fresh Spearmint Sugar-Free Gum,55,27,28,49.09090909090909
Natural Uncured Turkey Hot Dog,1356,687,669,50.66371681415929
Newman-O's Vanilla Creme Filled Vanilla Cookies,18,9,9,50.0
Oatmeal Cup Cranberry Pumpkin Seed,158,62,96,39.24050632911392
Friskies Saucesations Turkey & Giblets Dinner in Homestyle Sauce,45,29,16,64.44444444444444
Canola Spray Oil With Butter Flavor,326,64,262,19.631901840490798
Special Request Lively Lemon Tarragon Dressing,165,32,133,19.393939393939394
State Fair Nita's Bread & Butter Pickles,5,0,5,0.0
Spicy Tomato & Pesto Pasta Sauce,17,6,11,35.294117647058826
Organic Brown Basmati Sprouted Rice,192,75,117,39.0625
Original Sparkling Seltzer Water,356,197,159,55.33707865168539
Albacore White in Water Tuna,5,1,4,20.0
Littleneck Clams,462,174,288,37.66233766233766
First Aid Calendula Cream,58,4,54,6.896551724137931
3D White Pulsar Toothbrush,10,1,9,10.0
Pico De Gallo Mild Salsa,84,11,73,13.095238095238097
Orange with Mango Juice,1185,712,473,60.08438818565401
Lower Back and Hip Heat Wrap,62,14,48,22.58064516129032
100% Natural Beef Broth,701,171,530,24.393723252496432
Pro-Health For Me Fluoride Anticavity Toothpaste,38,3,35,7.894736842105263
Crunchy Roasted Almond Granola Bars,76,30,46,39.473684210526315
Organic Premium Concord Grape Spread,293,125,168,42.66211604095563
Fine Granulated Sugar,400,114,286,28.499999999999996
Cream Soda,510,237,273,46.470588235294116
Golden Oreo Sandwich Cookies,832,378,454,45.43269230769231
Low Sodium Cut Green Beans,8,3,5,37.5
Four Cheese Crispy Thin Crust Pizza,1109,678,431,61.13615870153291
Apple Blueberry Baby Food,110,55,55,50.0
"Leg Cramps, Quick-Dissolving Tablets",8,3,5,37.5
Black Olive Tapenade,54,20,34,37.03703703703704
Klondike Medley Petite Potatoes,69,19,50,27.536231884057973
Pad Thai Noodle Bowl,127,34,93,26.77165354330709
Jumbo Popcorn Chicken,63,33,30,52.38095238095239
Giant Paper Lunch Bags,14,2,12,14.285714285714285
Butter with Coarse Sea Salt,116,88,28,75.86206896551724
L'Original Swiss Fondue Cheese,13,2,11,15.384615384615385
Gluten Free Cranberry Cinnamon Instant Oatmeal with Flax,94,60,34,63.829787234042556
Vitamin D Organic Milk,2672,2059,613,77.05838323353294
Vanilla Keurig Brewed K-Cups,265,133,132,50.18867924528302
Grilled Chicken Pesto & Vegetables Café Steamers,167,79,88,47.30538922155689
Finely Shredded Mozzarella Cheese,903,414,489,45.84717607973422
Gingerbread Cake and Cookie Mix,14,0,14,0.0
Organic Countrywild Rice Bowl,49,16,33,32.6530612244898
"Olives, Sliced Green",62,38,24,61.29032258064516
Peanut Butter Chocolate Chip Meal Bar,804,538,266,66.91542288557214
Family Size Lightly Salted Potato Chips,72,47,25,65.27777777777779
Organic Sun-Washed Mediterranean Salad,8,5,3,62.5
Whipped Strawberry Mist Frosting,18,1,17,5.555555555555555
Chunky Grilled Chicken & Sausage Gumbo Soup,490,225,265,45.91836734693878
Dark Chocolate Salted Caramel Protein Nut Bar,45,17,28,37.77777777777778
Caraway Crackers,232,117,115,50.43103448275862
Tropical Medley,9,1,8,11.11111111111111
Lacinato Kale Og,5740,3437,2303,59.8780487804878
Organic Cold Pressed Hemp Oil,5,0,5,0.0
Double Cream Cremont,247,123,124,49.797570850202426
Diet Pepsi Wild Cherry,45,34,11,75.55555555555556
Body Bar Soap Calming Sandalwood,69,17,52,24.637681159420293
ZBar Organic Chocolate Brownie Energy Snack,7923,5434,2489,68.5851318944844
Organic Chicken Tortilla Soup,9,4,5,44.44444444444444
Mango Lemonade Sparkling Water,26,10,16,38.46153846153847
2% Milkfat Low Fat Large Curd Pot Style Cottage Cheese,69,40,29,57.971014492753625
Sours,13,2,11,15.384615384615385
Classic Chevre Crumbled Goat Cheese,200,69,131,34.5
Organic Olive Oil Cooking Spray,715,282,433,39.44055944055944
Premium Chunk Light in Vegetable Oil Tuna,119,48,71,40.33613445378151
Everything Bagels,7723,5267,2456,68.19888644309206
Refreshing Lavender Thyme Shower Gel,6,0,6,0.0
Men+Care Fresh Awake Deodorant,8,3,5,37.5
Cranberry Rescue Pastilles,58,27,31,46.55172413793103
Homestyle Potato Latke Mix,3,0,3,0.0
Extra Strength Instant Relief for Teething Pain Daytime & Nighttime,7,0,7,0.0
Vegan Butter,352,171,181,48.57954545454545
Beef & Cheddar Rolled Tacos,14,4,10,28.57142857142857
Chuito Coffee,48,15,33,31.25
Wholly Salsa Avocado Verde,40,16,24,40.0
Campfire Stout,12,8,4,66.66666666666666
Ginger Lemon Kombucha,157,51,106,32.48407643312102
D.O.P. San Marzano Tomatoes,252,141,111,55.952380952380956
Bourbon Whiskey,240,138,102,57.49999999999999
Bittersweet 60% Chocolate Baking Chips,199,100,99,50.25125628140703
Broccoli,489,204,285,41.717791411042946
Organic Delicata Squash,1474,499,975,33.85345997286296
Potato Kugel,18,6,12,33.33333333333333
Asiago Pontina Parmesan Provolone Four Cheese Freshly Shredded,33,12,21,36.36363636363637
Solid White Albacore Tuna,1632,739,893,45.28186274509804
Chocolate Chip Cookie DO Bites,382,269,113,70.41884816753927
Fresh Asparagus,5869,3737,2132,63.67353893337877
Chocolate Wafer,5,0,5,0.0
ProSobee Soy Infant Formula Lactose Free With Iron,20,9,11,45.0
Buttery Homestyle Bites,8,3,5,37.5
Blackberry Ice Cream,3,0,3,0.0
"Baby Corn, Pickled Whole",9,1,8,11.11111111111111
Greek 0% Fat Strawberry on the Bottom Yogurt,692,424,268,61.27167630057804
Sparkling Clementine Juice,6301,3442,2859,54.62624980161878
Organic Extra Large Brown Omega 3 Eggs,2978,2106,872,70.7186030893217
Pie Crust Mix,49,12,37,24.489795918367346
Daily Shower Cleaner,309,43,266,13.915857605177994
Dark Chocolate Discs,50,18,32,36.0
Traditional Medicinals Cold Care Seasonal Sampler,237,43,194,18.143459915611814
Classic Recipe Hazelnut Milk Chocolate,257,149,108,57.97665369649806
"Vitamins, Fiber, Gummy, Box",52,27,25,51.92307692307693
Passionfruit Papaya Tea Bags,4,0,4,0.0
Acti-Fresh Body Shape Extra Long To Go Pantiliners,17,3,14,17.647058823529413
Sweetened Condensed Coconut Milk,144,27,117,18.75
"Genoa Salame, Provolone Cheese & Breadsticks",172,121,51,70.34883720930233
Classic Crust Hawaiian Style Pizza,15,6,9,40.0
Hazelnut Half+Half,649,400,249,61.63328197226502
Roasted Turkey Feast Cat Food,64,44,20,68.75
Ritz Crackers,461,246,215,53.36225596529284
Beams Catfish Skin Sticks Dog Treats,15,8,7,53.333333333333336
Crystal Deodorant Stone,25,1,24,4.0
Mostess Mini-Cupcakes,63,24,39,38.095238095238095
Cheese & Peanut Butter Sandwich Crackers,357,194,163,54.34173669467787
Chocolate Flavored Almond Bark,6,0,6,0.0
Tropical Fruit Cups in Lightly Sweetened Fruit Juices,19,6,13,31.57894736842105
Organic Argan Skin Care Oil,3,0,3,0.0
Organic Just Apples,42,15,27,35.714285714285715
Organic Sweet & Salty Peanut Choco Chewy Granola Bars,165,90,75,54.54545454545454
Nature's Way Long Grain & Wild Rice Rice Mix,16,8,8,50.0
All Natural Cucumber Melon Hand And Body Lotion,17,6,11,35.294117647058826
Forti Flax Premium Ground Flaxseed,30,10,20,33.33333333333333
Jewish Rye Seeded Whole Grain Bread,7,1,6,14.285714285714285
Cheezy Herb Brussel Bites,25,5,20,20.0
Frappuccino Coffee Drink,457,284,173,62.144420131291035
70% Dark Chocolate With Coconut Bar,1054,543,511,51.51802656546489
Double Dark Chocolate Nutrition Bar,81,58,23,71.60493827160494
Extra Moisturizing Shave Gel,70,13,57,18.571428571428573
Peppermint Flavored Ultra 1000 Maximum Strength Antacid & Calcium Supplement Chewable Tablets,31,14,17,45.16129032258064
Turmeric,1544,197,1347,12.759067357512954
Original Recipe Tennessee Honey Whiskey,85,33,52,38.82352941176471
Blast of Vitamin C Orange Supplement,257,84,173,32.68482490272373
Edamame Shelled Soybeans,269,101,168,37.54646840148699
Organic Peach Lemonade,33,17,16,51.515151515151516
Orange Pineapple Banana Juice,18,4,14,22.22222222222222
Cream Filled White Fancy Cakes,7,1,6,14.285714285714285
Sriracha Tortilla Chips,245,96,149,39.183673469387756
Cucumbers Eye Makeup Remover Pads,15,2,13,13.333333333333334
Dill Relish,558,117,441,20.967741935483872
Tough Strips Extra Large Waterproof,34,5,29,14.705882352941178
Asian Pear Package,11,4,7,36.36363636363637
Toasted Coconut Ice Cream,24,13,11,54.166666666666664
Orange Flavor Sports Drink,223,155,68,69.50672645739911
Aged Reserve Cheese,364,217,147,59.61538461538461
Garlic Bread Sprinkle,7,0,7,0.0
Grovestand Lots Of Pulp Pure 100% Florida Orange Juice,359,250,109,69.63788300835655
Baked Potato with Bacon Soup,10,2,8,20.0
Chocolate Chip Oreo,11,0,11,0.0
Garbanzos Classic Chickpeas,5,0,5,0.0
Spinach & Kale,120,54,66,45.0
Tempura Shrimp Roll,6,2,4,33.33333333333333
Traditional Brownie Mix,11,4,7,36.36363636363637
Chocolate Alphabet Cookies,18,9,9,50.0
Organic Yams,20217,11441,8776,56.59098778255923
Variety Snack Pack,1187,497,690,41.87026116259477
Chicken & Cilantro Mini  Wontons,226,117,109,51.76991150442478
Power Scrub Dots Kitchen & Dish Wipes,8,1,7,12.5
Mild Green Enchilada Sauce,84,33,51,39.285714285714285
Wheat Pocket Pitas,65,23,42,35.38461538461539
Fingerling Potatoes,77,13,64,16.883116883116884
Turkey & Brown Rice Dog Food,15,8,7,53.333333333333336
Smoked Ham Off The Bone,55,35,20,63.63636363636363
Bathroom Tissue 2 Ply,144,63,81,43.75
Medium Pearled Barley,69,24,45,34.78260869565217
Classic With Sport Cap Blue Planet,7,1,6,14.285714285714285
Organic Freeze-Dried Wheatgrass Powder,23,2,21,8.695652173913043
"Breath Mints, Peppermint",25,11,14,44.0
Gluten Free Breaded Chicken Breast Tenders,2971,1974,997,66.44227532817233
Organic Fat Free Vegetarian Traditional Refried Beans,234,147,87,62.82051282051282
Hot & Spicey Baked Snack Crackers,445,217,228,48.764044943820224
Clear The Air Purifying Blend,18,2,16,11.11111111111111
99% Aloe Vera Gelly,77,6,71,7.792207792207792
Vodka Le Citron,3,0,3,0.0
Sorbetto Mango,28,22,6,78.57142857142857
Rice Sides Chicken Flavor Broccoli,84,45,39,53.57142857142857
"Kale Chips, Olive & Sea Salt",24,10,14,41.66666666666667
Original Macadamia Milk,52,29,23,55.769230769230774
Medium Garbage Bags,160,64,96,40.0
Soft & Strong Bathroom Tissue,56,28,28,50.0
Security Ultra Thin Long Pads,16,7,9,43.75
Chicken & Cheese Taquitos,150,72,78,48.0
Roasted Garlic Almond Spread,24,12,12,50.0
Smart Ones Classic Favorites Salisbury Steak,97,37,60,38.144329896907216
Cornstarch,150,10,140,6.666666666666667
Stevia Sweetener,21,9,12,42.857142857142854
Protein Bar Double Chocolate Chunk,134,70,64,52.23880597014925
Natural Smooth Peanut Butter,226,97,129,42.92035398230089
100% Pure Cold-Pressed Black Cumin Seed Oil,10,2,8,20.0
Just Mangos Organic Baby Food,1717,1051,666,61.21141525917297
Sweet Ground Baking Cocoa,77,19,58,24.675324675324674
Water Stop Premium Gloves Small,73,14,59,19.17808219178082
Cold-Pressed Organic Grapefruit,1962,1281,681,65.29051987767585
Fruit and Vegetable Wash Natural Refill,48,5,43,10.416666666666668
Café Domingo Medium Roast K Cups,126,94,32,74.60317460317461
Organic Raw Fit Marley Coffee,22,11,11,50.0
Soft Replacement Heads For Source Toothbrush,10,2,8,20.0
Salisbury Steak Meal,7,2,5,28.57142857142857
Ibuprofen Tablets,477,104,373,21.80293501048218
Sleep Serenity Bedroom Mist,12,0,12,0.0
Cheddar Jack Cheese,12,0,12,0.0
Grass milk Raw Cheddar Cheese,1474,988,486,67.02849389416554
Sockeye Salmon Fillet,13,5,8,38.46153846153847
Guava Goddess Organic Kambucha,3547,2616,931,73.75246687341416
Organic Cashew Cacao Oatmeal,180,118,62,65.55555555555556
Bakehouse Deli Rye Bread,166,58,108,34.93975903614458
3 in 1 Cedar & Citrus Lotion for Every Man,6,1,5,16.666666666666664
Organic Gluten Free Sweetened Rice Flakes Cereal,9,4,5,44.44444444444444
Puffed Millet Cereal,102,56,46,54.90196078431373
Impressions Disposable Bowls - 18 CT,43,16,27,37.2093023255814
Zesty Cocktail Sauce,69,7,62,10.144927536231885
Unsweetened Black Tea,138,65,73,47.10144927536232
Rosemary Croccantini,89,41,48,46.06741573033708
Pizza Margherita,245,169,76,68.9795918367347
Purity Cold Pressed Juice,459,296,163,64.4880174291939
Kettle Cooked Sea Salt & Cracked Pepper Potato Chips,228,109,119,47.80701754385965
Apple Pie with Cinnamon Sugar,94,31,63,32.97872340425532
"Merlot Napa Valley, 2004",7,1,6,14.285714285714285
Simply Made Butter Cookies,42,17,25,40.476190476190474
Finely Shredded Parmesan Cheese,1024,533,491,52.05078125
Almond Breeze Almond & Coconut Milk Blend,1421,886,535,62.350457424349045
Popchips 3.0 Oz Cheddar Potato,23,3,20,13.043478260869565
100% Whole Wheat Spaghetti,352,135,217,38.35227272727273
Orange Flavored Mints,11,0,11,0.0
Sweet Sliced Bread,1663,1111,552,66.80697534576068
Tropical Coconut Conditioner,42,10,32,23.809523809523807
Organic No Salt Added Lentil Soup,82,46,36,56.09756097560976
Cherry Limeade Flavored Fruit Drink,39,14,25,35.8974358974359
Pasteurized Apple Juice,202,104,98,51.48514851485149
Cracked & Ready Liquid Egg Product,32,18,14,56.25
Organic Lowafat 1% Milk,336,197,139,58.63095238095239
"Handsoap, Foaming, All-Natural Antibacterial, Lavender",48,27,21,56.25
Seedless Jewish Rye Bread,207,80,127,38.64734299516908
"Bread, Gluten Free, Seeded",432,301,131,69.67592592592592
Infant Formula Powder Single-Serve,32,15,17,46.875
Italian Vinaigrette Dressing,216,40,176,18.51851851851852
Baby Powder with Aloe & Vitamin E Pure Cornstarch,16,2,14,12.5
Organic Honey Gold Potatoes,526,117,409,22.24334600760456
Ham & Cheese Loaf,61,42,19,68.85245901639344
Dark Chocolate Brownie Mix,285,90,195,31.57894736842105
Trade; Whole Wheat Taco Boats 8 Ct (6.7 Oz),14,5,9,35.714285714285715
Grilled Tuna Feast in Gravy Cat Food,672,452,220,67.26190476190477
Beach Sage Laundry Detergent,18,4,14,22.22222222222222
Unsulphured Robust Molasses,7,2,5,28.57142857142857
Stainless Steel Tongue Cleaner,65,5,60,7.6923076923076925
Fridge Pack Diet Root Beer,181,112,69,61.87845303867403
Porcini & Truffle Mezzelune Pasta,195,116,79,59.48717948717949
14 Garden Vegetable Soup,13,5,8,38.46153846153847
Special K Chocolate Peanut Butter Bar,67,26,41,38.80597014925373
Dip Etizers Dip Cheesy Spinach & Artichoke,32,3,29,9.375
Honey Dijon Mustard,286,61,225,21.328671328671327
Grade A Pasturized Light Sour Cream,262,118,144,45.038167938931295
Theatre Box Original Fruit Flavor Candy,79,35,44,44.303797468354425
Sweet BBQ,5,1,4,20.0
Original Irish Cider,20,3,17,15.0
Rose Day Cream,104,48,56,46.15384615384615
Harvest Apple Meatless Sausage,14,5,9,35.714285714285715
Organic Black Beans Low Sodium,148,63,85,42.567567567567565
Original Gummies,5,0,5,0.0
Chia Seeds,469,120,349,25.5863539445629
Low Sodium Potato Pancake Latkes Mix,27,7,20,25.925925925925924
Vegetarian Organic Chili Beans,1030,409,621,39.70873786407767
Aspirin 325mg Tablets,30,8,22,26.666666666666668
"Lip Balm, Organic, Lemon Lime",17,3,14,17.647058823529413
Lorraine & Florentine Petite Quiche,290,155,135,53.44827586206896
Organic Buttery Rich Classics,655,229,426,34.961832061068705
Peas Pulav Basmati Rice With Green Peas,1,0,1,0.0
Ready-to-Bake 9 Inch Pie Crusts,3027,800,2227,26.428807400066074
"Multi-Purpose Cleaner, Lavender",175,77,98,44.0
Sweet & Salty Nut Almond Granola Bars,1969,1204,765,61.1477907567293
Kitchen Bags,317,108,209,34.06940063091483
Organic Amaze Mint Baby Food,598,408,190,68.22742474916387
Frost,95,45,50,47.368421052631575
Kimchi,9,1,8,11.11111111111111
Broccoli Cheddar Quiche,274,105,169,38.32116788321168
Big Slice Aged Swiss Cheese,76,36,40,47.368421052631575
Chocolate Decorating Decors,26,8,18,30.76923076923077
French Milled Oval Almond Gourmande Soap,31,21,10,67.74193548387096
Avocado & Greens Juice,256,141,115,55.078125
Sepcial Dark Giant Bar Candy Bar,21,10,11,47.61904761904761
Brioche Buns,21,0,21,0.0
Miniatures Assorted Candy,40,15,25,37.5
Milk Chocolate With Soft Nougat And Caramel Center Candy Bar,21,12,9,57.14285714285714
Alfalfa Sprouts,905,511,394,56.46408839779006
"Fruit Spread, Deluxe, Strawberry",2354,1225,1129,52.03908241291418
Fancy White Crab Meat,12,2,10,16.666666666666664
Cheese Pizza with Rice Crust,5,0,5,0.0
Seasoning Cinnamon Sticks,238,25,213,10.504201680672269
Black Silk Dark Roast K-Cups Coffee,77,53,24,68.83116883116884
Alfredo  Chicken,94,46,48,48.93617021276596
Lasagna With Meat Sauce,33,17,16,51.515151515151516
Diet Pepsi Slim Cans,641,416,225,64.89859594383776
Hot Peri-Peri Sauce,67,19,48,28.35820895522388
Extra Hot Key Lime Habanero Pepper Sauce,2,0,2,0.0
1 % Lowfat Milk,888,563,325,63.4009009009009
Old Fashioned Whole Wheat Bread,1507,1156,351,76.70869276708693
Lift & Go Combs,5,0,5,0.0
Chicken & Garlic Rice Mix,87,22,65,25.287356321839084
Lindor Sea Salt Milk Chocolate Truffles,50,16,34,32.0
Double Zipper Gallon Freezer Bags,708,155,553,21.89265536723164
Original Gluten Free 1/3 Lb Burgers,272,105,167,38.60294117647059
Rhodiola Rosea,16,3,13,18.75
Quick Cooking Barley Hot Cereal,18,5,13,27.77777777777778
Botanica Fast Fix for A Pimple Tinted Zit Zapper,15,0,15,0.0
Strawberries & Cream Bars,27,14,13,51.85185185185185
Mineral Salt Soap Bar,14,9,5,64.28571428571429
Currant + Mint Lamb Bar,292,165,127,56.5068493150685
Large Wraps Eggroll,63,19,44,30.158730158730158
Meat Lovers English Muffin Breakfast Sandwiches,53,25,28,47.16981132075472
Night Of Olay Firming Cream,5,0,5,0.0
"Organic Mini Sweet Pepper, Pint",393,105,288,26.717557251908396
Pro Active Health Adult Lamb Meal & Rice Premium Dog Food,14,8,6,57.14285714285714
Organic Superfoods Carrot Rice Cakes,343,166,177,48.39650145772595
Stage 3 Hearty Meals - Chick Chick Organic Baby Food,1226,677,549,55.22022838499184
Organic Live Food Bar Heavenly Hazelnut Chocolate,9,1,8,11.11111111111111
Bryonia 30 C - 80 CT,7,2,5,28.57142857142857
Nutri-Grain Strawberry,234,101,133,43.162393162393165
Pressed Lime Lemonade,12,2,10,16.666666666666664
18 Pk Nausea Remedy,15,3,12,20.0
No Pulp Orange Juice With Vitamin D And Calcium,36,31,5,86.11111111111111
Ground Cumin Seed,103,15,88,14.563106796116504
G2 Thirst Quencher Glacier Freeze,92,49,43,53.2608695652174
"Diapers, Size 4",12,4,8,33.33333333333333
Tropicals Sugar Free 1.65 fl oz Ice Pops,1335,793,542,59.40074906367041
